Title,Title_URL,Image,Time,Name,Description,Summary
App launched to help people explore city history,https://www.bbc.com/news/uk-england-leicestershire-61568645,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/F0F9/production/_124898616_alice.jpg,"Posted at 10:37 25 May
10:37 25 May",,,Leicester City Council says the app will allow people to explore tales behind the market area.
New FanDuel partnership to create hundreds of jobs,https://www.bbc.com/news/uk-scotland-scotland-business-61565375,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/8A33/production/_124897353_gettyimages-1232171261.jpg,"Posted at 18:52 24 May
18:52 24 May",,,"The sports gaming giant and a Scottish tech firm plan 400 jobs, many of which will be in Scotland."
Deepfake of murdered teen created to aid cold case,https://www.bbc.com/news/world-europe-61567681,,"Posted at 18:16 24 May
18:16 24 May",,,
Councillor investigated over Facebook post,https://www.bbc.com/news/uk-england-norfolk-61559159,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/0009/production/_124890000_sallybuttonwithblur.jpg,"Posted at 17:10 24 May
17:10 24 May",,,The Labour politician made the post in 2017 and it was reported by the Greens on Norwich City Council.
AI study collects thousands of heart recordings,https://www.bbc.com/news/uk-england-cambridgeshire-61553580,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/73C7/production/_124893692_hi076132511.jpg,"Posted at 13:34 24 May
13:34 24 May",,,A database loaded with the sounds of heartbeats could help early detection of valve disease.
'I was arrested for trying to confront cryptocrash boss',https://www.bbc.com/news/technology-61552030,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/AA1B/production/_124874534_741fac22-6dac-4df3-b237-45374dd086da.jpg,"Posted at 5:29 24 May
5:29 24 May",By Joe Tidy,Cyber reporter ,"A man says he lost millions, and then was arrested for trying to talk to crypto boss Do Kwon."
What Didi's US exit says about China and Wall St,https://www.bbc.com/news/business-59737135,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/159A5/production/_122358488_gettyimages-1237002117.jpg,"Posted at 1:37 24 May
1:37 24 May",By Mariko Oi,Asia business correspondent,The Chinese ride-hailing giant will quit Wall Street less than twelve months after its US market debut.
Belfast data firm WANdisco to create 33 new jobs,https://www.bbc.com/news/uk-northern-ireland-61555904,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/177BF/production/_117519169_mediaitem83773767.jpg,"Posted at 20:14 23 May
20:14 23 May",,,Recruitment is under way as part of the £7m research and development investment.
Clearview AI fined for storing UK facial images,https://www.bbc.com/news/technology-61550776,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1637F/production/_124870019_gettyimages-924879090.jpg,"Posted at 17:49 23 May
17:49 23 May",By Shiona McCallum,Technology reporter,The facial recognition database firm must pay more than £7.5m and delete data it holds of UK residents.
The sci-fi tech tackling malarial mosquitos,https://www.bbc.com/news/business-61505102,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/20D2/production/_124820480_gettyimages-944678698.jpg,"Posted at 4:35 23 May
4:35 23 May",By Richard Baimbridge and Will Smale,Business reporters,Gene drive development makes a genetically modified gene that spreads widely within populations.
'Welcome to Luton' stunt panics Gatwick arrivals,https://www.bbc.com/news/uk-england-beds-bucks-herts-61541224,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13B7D/production/_124856708_welcometoluton.jpg,"Posted at 16:07 22 May
16:07 22 May",,,"YouTuber, Max Fosh, says the ""prank"" is to put smiles on faces and is sorry for any confusion caused."
Did the pandemic poison online politics?,https://www.bbc.com/news/uk-politics-61408745,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/114C2/production/_124805807_gettyimages-1357480878.jpg,"Posted at 5:34 22 May
5:34 22 May",By Richard Morris,BBC News,"As the UK spent countless hours online during lockdown, how much has it changed us?"
Brothers using TikTok to educate about blindness,https://www.bbc.com/news/uk-england-gloucestershire-61528572,,"Posted at 13:43 21 May
13:43 21 May",,,
Online groups hunt for baby formula during US shortage,https://www.bbc.com/news/technology-61524134,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/8159/production/_124831133_phoenixmilkjpg.jpg,"Posted at 4:59 21 May
4:59 21 May",By Zoe Kleinman,Technology editor,A shortage of infant formula across America has led parents to share supply locations online.
Elon Musk denies sexual misconduct allegations,https://www.bbc.com/news/world-us-canada-61526898,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/706F/production/_124838782_gettyimages-464172224.jpg,"Posted at 3:03 21 May
3:03 21 May",,,"A report claims Musk's company SpaceX paid an employee $250,000 to settle the claim against him."
WhatsApp to launch customer-business chat feature,https://www.bbc.com/news/technology-61522053,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/B3DB/production/_124834064_gettyimages-1239434528.jpg,"Posted at 21:54 20 May
21:54 20 May",By Shiona McCallum,Technology reporter,Cloud-based software will offer more personalised business using the popular messaging app.
Canada to ban Huawei and ZTE from its 5G networks,https://www.bbc.com/news/business-61517729,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13724/production/_124825697_gettyimages-1238828040.jpg,"Posted at 17:15 20 May
17:15 20 May",By Annabelle  Liang,Business reporter,"The UK, US, Australia and New Zealand have also barred the Chinese telecoms equipment makers."
Global food supply chain at risk from hackers,https://www.bbc.com/news/science-environment-61336659,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/E2CD/production/_124816085_adccbf82-1d30-41b9-8cbc-4b35d0082bb3.jpg,"Posted at 8:40 20 May
8:40 20 May",By Claire Marshall & Malcolm Prior,BBC Rural Affairs Team,"The growth of ""smart"" farm machinery is increasing the risk of hacking of food and farming systems."
Could contact lenses become your computer screen?,https://www.bbc.com/news/business-61318460,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/11FD9/production/_124798637_mojolensinbetweenfingers.jpg,"Posted at 4:33 20 May
4:33 20 May",By Emma Woollacott,Technology of Business reporter,Firms are developing smart contact lenses that can project data in front of the user's eye.
Twitter steps up Ukraine misinformation fight,https://www.bbc.com/news/business-61512261,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/AC31/production/_119718044_gettyimages-1232294373.jpg,"Posted at 1:38 20 May
1:38 20 May",,,The social media platform says it will put false claims from official accounts behind warning notices.
Subsea internet cables could detect earthquakes,https://www.bbc.com/news/technology-61506705,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/2F31/production/_124818021_underseacable.jpg,"Posted at 0:41 20 May
0:41 20 May",By Chris Vallance,Technology reporter,"Optical-fibre cables could spot tsunamis or the effect of climate change on currents, researchers say."
Russia's laser weapon claim derided as propaganda,https://www.bbc.com/news/world-europe-61508922,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/5065/production/_124818502_gettyimages-1240704630.jpg,"Posted at 22:07 19 May
22:07 19 May",By Tom Spender,BBC News,"Moscow says it has destroyed a drone with a laser, but Kyiv says it can't mask battlefield failure."
Google helps new mum discover her heart condition,https://www.bbc.com/news/uk-wales-61480023,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/484F/production/_124811581_mediaitem124786529.jpg,"Posted at 10:45 19 May
10:45 19 May",By Zola Hargreaves & Anna Palmer,Wales Live,Postpartum cardiomyopathy is a rare form of heart failure which is caused by having a child.
One woman's life with Crohn's disease,https://www.bbc.com/news/uk-england-tyne-61498142,,"Posted at 10:26 19 May
10:26 19 May",,,
Social media role in Buffalo attack investigated,https://www.bbc.com/news/world-us-canada-61502238,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/143C0/production/_124808828_gettyimages-1240735860.jpg,"Posted at 2:48 19 May
2:48 19 May",,,"Prosecutors will ask whether social platforms were ""used to stream, promote, or plan"" the murders."
London Zoo penguin chicks named for Jubilee,https://www.bbc.com/news/uk-england-london-61495009,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/3214/production/_124802821_2.66949659.jpg,"Posted at 0:24 19 May
0:24 19 May",,,The five Humboldt penguin chicks are named after famous people and events from the past 70 years.
Costa Rica says it is at war with Conti hackers,https://www.bbc.com/news/technology-61323402,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13515/production/_124652197_costaricagettyimages-1396131088.jpg,"Posted at 20:47 18 May
20:47 18 May",,,"The Conti cartel, which is thought to be run from Russia, has upped its ransom demand to $20m (£16m)."
Full steam ahead for teenager's train dream,https://www.bbc.com/news/uk-wales-61499035,,"Posted at 20:25 18 May
20:25 18 May",,,
Netflix cuts 150 jobs after losing subscribers,https://www.bbc.com/news/business-61489041,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/DF93/production/_110353275_crown_netflix21.jpg,"Posted at 19:04 18 May
19:04 18 May",,,The US streaming giant is forced to lay off staff to minimise cost of viewers quitting the service.
Robot Dog Olympics helps develop tech solutions,https://www.bbc.com/news/uk-england-bristol-61483615,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/C9FD/production/_124790715_mediaitem124790714.jpg,"Posted at 17:02 18 May
17:02 18 May",,,Coders gather in Bristol to program robots to sprint and do gymnastics at the Ministry of Defence event.
How Gen Z is hooked on cryptocurrency and NFTs,https://www.bbc.com/news/business-60566575,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/11E29/production/_123475237_brianjung.jpg,"Posted at 4:35 18 May
4:35 18 May",By Mariko Oi,Asia business correspondent,A growing number of young people are getting into crypto trading - despite the risks.
Platforms' Buffalo attack action called inadequate,https://www.bbc.com/news/technology-61466049,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/BF53/production/_124797984_buffalowhi076074447.jpg,"Posted at 22:56 17 May
22:56 17 May",Liv McMahon and Chris Vallance,BBC technology team,Campaigners accuse technology companies of failing to block and remove content posted by the attacker.
Musk warns Twitter deal stuck without spam proof,https://www.bbc.com/news/business-61432483,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/14148/production/_124784228_twitterlogomusk.jpg,"Posted at 20:44 17 May
20:44 17 May",By Tom Espiner,"Business reporter, BBC News","The deal to buy Twitter can't ""move forward"" without proof of spam account numbers, Mr Musk says."
Jamal Edwards honoured with music industry award,https://www.bbc.com/news/newsbeat-61479853,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/EDED/production/_124790906_gettyimages-519300908.jpg,"Posted at 20:41 17 May
20:41 17 May",,,The entrepreneur is the youngest recipient as well as the first to be given it posthumously.
New app to help spot online spies,https://www.bbc.com/news/technology-61469673,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13B7/production/_124774050_spyprofilegettyimages-102678771.jpg,"Posted at 14:43 17 May
14:43 17 May",By Gordon Corera,"Security correspondent, BBC News",MI5 backs a new app to help people spot online approaches by foreign spies in disguise.
New app to help spot online spies,https://www.bbc.com/news/technology-61469673,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/13B7/production/_124774050_spyprofilegettyimages-102678771.jpg,"Posted at 14:43 17 May
14:43 17 May",By Gordon Corera,"Security correspondent, BBC News",MI5 backs a new app to help people spot online approaches by foreign spies in disguise.
Man shocked by response to delivery robot image,https://www.bbc.com/news/uk-england-northamptonshire-61477058,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/E05E/production/_124783475_robotdeliverytweet-historymatt.jpg,"Posted at 14:33 17 May
14:33 17 May",,,"A snap of the robot ""ambling"" through a nature reserve has attracted 240K likes on Twitter."
Robots to deliver groceries in new village,https://www.bbc.com/news/uk-england-cambridgeshire-61471989,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/12AB2/production/_124766467_dsc_9312.jpg,"Posted at 10:39 17 May
10:39 17 May",,,A recently built community is looking at whether robots can cut car journeys.
Teachers' abusive messages about disabled pupils,https://www.bbc.com/news/uk-scotland-north-east-orkney-shetland-61467612,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/113B1/production/_124777507_boys.jpg,"Posted at 10:33 17 May
10:33 17 May",By Andrew Picken,BBC Scotland News,WhatsApp messages about primary school children in Aberdeenshire were not disclosed to parents.
US warns over risk of hiring North Korea IT workers,https://www.bbc.com/news/business-61474771,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/125D2/production/_124781257_gettyimages-1327877455.jpg,"Posted at 9:38 17 May
9:38 17 May",By Annabelle  Liang,Business reporter,The remote workers allegedly aim to help fund Pyongyang's advanced weapons programmes.
Will swappable electric car batteries catch on?,https://www.bbc.com/news/business-61310513,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/12454/production/_124763847_reversingautonomously2.jpg,"Posted at 4:35 17 May
4:35 17 May",By Adrienne Murray,Oslo,One Chinese carmaker has plans for thousands of stations in Europe where you can switch batteries.
Twitter hits back on Musk doubts over fake accounts,https://www.bbc.com/news/business-61472388,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/1332D/production/_124773687_61472640.jpg,"Posted at 2:16 17 May
2:16 17 May",,,Chief executive Parag Agrawal says the firm is confident that less than 5% of users are spam accounts.
Celebrity soccer wives' feud spills into court,https://www.bbc.com/news/world-us-canada-55023833,https://ichef.bbci.co.uk/live-experience/cps/320/cpsprodpb/957C/production/_115586283_vardy976.jpg,"Posted at 22:40 16 May
22:40 16 May",By Holly Honderich,"BBC News, Washington",It's a drama involving two footballers' wives and an apparent Instagram sting worthy of the CIA.
